name,atk,level,EP,NA
Machina Irradiator,1700.0,8.0,20,38.5
Machina Megaform,2600.0,8.0,30,57.5
Machina Metalcruncher,2800.0,9.0,40,69.33333333333333
Machina Overdrive,0.0,1.0,60,72.0
Machina Peacekeeper,500.0,2.0,50,61.0
Machina Possesstorage,1600.0,4.0,20,39.0
Machina Redeployment,0.0,1.0,10,22.0
Machina Resavenger,1200.0,4.0,30,45.0
Machina Ruinforce,4600.0,10.0,40,87.2
Machina Sniper,1800.0,4.0,0,21.0
Machina Soldier,1600.0,4.0,20,39.0
Machina Unclaspare,1800.0,4.0,60,81.0
Machine Angel Absolute Ritual,0.0,1.0,20,32.0
Machine Angel Ascension,0.0,1.0,10,22.0
Machine Angel Ritual,0.0,1.0,40,52.0
Machine Assembly Line,0.0,1.0,50,62.0
Machine Attacker,1600.0,5.0,0,18.4
Machine Conversion Factory,0.0,1.0,20,32.0
Machine Duplication,0.0,1.0,40,52.0
Machine King,2200.0,6.0,20,44.0
Machine King - 3000 B.C.,0.0,1.0,40,52.0
Machine King Prototype,1600.0,3.0,20,40.0
Machine Lord Ur,1600.0,4.0,0,19.0
Macro Cosmos,0.0,1.0,30,42.0
Mad Archfiend,1800.0,4.0,20,41.0
Mad Dog of Darkness,1900.0,4.0,0,22.0
Mad Hacker,1000.0,2.0,30,46.0
Mad Lobster,1700.0,3.0,0,21.0
Mad Mauler,400.0,2.0,20,30.0
Mad Reloader,0.0,1.0,30,42.0
Mad Sword Beast,1400.0,4.0,20,37.0
Made to Order Mermaid Outfit Outfitter,0.0,1.0,30,42.0
Madjinn Gunn,600.0,2.0,0,12.0
Madolche Anjelly,1000.0,4.0,50,63.0
Madolche Baaple,0.0,3.0,10,14.0
Madolche Butlerusk,1500.0,4.0,50,68.0
Madolche Chateau,0.0,1.0,20,32.0
Madolche Chickolates,800.0,3.0,10,22.0
Madolche Chouxvalier,1700.0,4.0,10,30.0
Madolche Cruffssant,1500.0,3.0,10,29.0
Madolche Fresh Sistart,1500.0,1.0,10,37.0
Madolche Hootcake,1500.0,3.0,60,79.0
Madolche Lesson,0.0,1.0,20,32.0
Madolche Magileine,1400.0,4.0,50,67.0
Madolche Marmalmaide,800.0,4.0,10,21.0
Madolche Messengelato,1600.0,4.0,50,69.0
Madolche Mewfeuille,500.0,3.0,30,39.0
Madolche Nights,0.0,1.0,0,12.0
Madolche Petingcessoeur,1400.0,4.0,30,47.0
Madolche Promenade,0.0,1.0,10,22.0
Madolche Puddingcess,1000.0,5.0,30,42.4
Madolche Puddingcess Chocolat-a-la-Mode,2500.0,5.0,40,67.4
Madolche Queen Tiaramisu,2200.0,4.0,0,25.0
Madolche Salon,0.0,1.0,60,72.0
Madolche Tea Break,0.0,1.0,10,22.0
Madolche Teacher Glassouffle,1800.0,4.0,0,21.0
Madolche Ticket,0.0,1.0,40,52.0
Madolche Waltz,0.0,1.0,20,32.0
Madolchepalooza,0.0,1.0,20,32.0
Maestroke the Symphony Djinn,1800.0,4.0,10,31.0
Mage Power,0.0,1.0,20,32.0
"Magellanica, the Deep Sea City",0.0,1.0,50,62.0
Magi Magi ☆ Magician Gal,2400.0,6.0,30,56.0
Magic Cylinder,0.0,1.0,20,32.0
Magic Deflector,0.0,1.0,0,12.0
Magic Drain,0.0,1.0,0,12.0
Magic Formula,0.0,1.0,20,32.0
Magic Gate of Miracles,0.0,1.0,10,22.0
Magic Hand,800.0,4.0,40,51.0
Magic Hole Golem,0.0,3.0,0,4.0
Magic Jammer,0.0,1.0,0,12.0
Magic Planter,0.0,1.0,20,32.0
Magic Reflector,0.0,1.0,10,22.0
Magic Triangle of the Ice Barrier,0.0,1.0,30,42.0
Magical Abductor,1700.0,4.0,40,60.0
Magical Android,2400.0,5.0,20,46.4
Magical Arm Shield,0.0,1.0,0,12.0
Magical Blast,0.0,1.0,40,52.0
Magical Broker,1500.0,3.0,30,49.0
Magical Cavalry of Cxulub,1500.0,4.0,0,18.0
Magical Citadel of Endymion,0.0,1.0,10,22.0
Magical Contract Door,0.0,1.0,20,32.0
Magical Cylinders,0.0,1.0,50,62.0
Magical Dimension,0.0,1.0,30,42.0
Magical Exemplar,1700.0,4.0,20,40.0
Magical Explosion,0.0,1.0,20,32.0
Magical Ghost,1300.0,4.0,0,16.0
Magical Hats,0.0,1.0,50,62.0
Magical Hound,500.0,1.0,20,37.0
Magical King Moonstar,900.0,3.0,20,33.0
Magical Labyrinth,0.0,1.0,40,52.0
Magical Mallet,0.0,1.0,20,32.0
Magical Marionette,2000.0,5.0,30,52.4
Magical Meltdown,0.0,1.0,40,52.0
Magical Merchant,200.0,1.0,0,14.0
Magical Mid-Breaker Field,0.0,1.0,10,22.0
Magical Musket - Crooked Crown,0.0,1.0,20,32.0
Magical Musket - Cross-Domination,0.0,1.0,0,12.0
Magical Musket - Dancing Needle,0.0,1.0,10,22.0
Magical Musket - Desperado,0.0,1.0,10,22.0
Magical Musket - Fiendish Deal,0.0,1.0,30,42.0
Magical Musket - Last Stand,0.0,1.0,10,22.0
Magical Musket - Steady Hands,0.0,1.0,0,12.0
Magical Musket Mastermind Zakiel,2500.0,8.0,40,66.5
Magical Musketeer Calamity,1500.0,4.0,20,38.0
Magical Musketeer Caspar,1200.0,3.0,20,36.0
Magical Musketeer Doc,1400.0,3.0,0,18.0
Magical Musketeer Kidbrave,1600.0,3.0,10,30.0
Magical Musketeer Max,1000.0,1.0,40,62.0
Magical Musketeer Starfire,1300.0,4.0,40,56.0
Magical Musketeer Wild,1700.0,4.0,20,40.0
Magical Plant Mandragola,500.0,2.0,0,11.0
Magical Reflect Slime,700.0,3.0,20,31.0
Magical Scientist,300.0,1.0,20,35.0
Magical Something,1800.0,4.0,0,21.0
Magical Spring,0.0,1.0,20,32.0
Magical Star Illusion,0.0,1.0,20,32.0
Magical Stone Excavation,0.0,1.0,-10,2.0
Magical Thorn,0.0,1.0,10,22.0
Magical Trick Mirror,0.0,1.0,30,42.0
Magical Undertaker,400.0,2.0,20,30.0
Magicalibra,1000.0,4.0,0,13.0
Magicalized Duston Mop,0.0,1.0,50,62.0
Magicalized Fusion,0.0,1.0,30,42.0
Magicat,600.0,2.0,20,32.0
Magician Navigation,0.0,1.0,50,62.0
Magician of Black Chaos,2800.0,8.0,20,49.5
Magician of Black Chaos MAX,2800.0,8.0,30,59.5
Magician of Chaos,2500.0,7.0,30,56.714285714285715
Magician of Dark Illusion,2100.0,7.0,20,42.714285714285715
Magician of Faith,300.0,1.0,0,15.0
Magician of Faithfulness,600.0,5.0,40,48.4
Magician of Hope,2500.0,4.0,30,58.0
Magician's Act,0.0,1.0,40,52.0
Magician's Circle,0.0,1.0,20,32.0
Magician's Left Hand,0.0,1.0,10,22.0
Magician's Restage,0.0,1.0,40,52.0
Magician's Right Hand,0.0,1.0,10,22.0
Magician's Robe,700.0,2.0,40,53.0
Magician's Rod,1600.0,3.0,40,60.0
Magician's Salvation,0.0,1.0,40,52.0
Magician's Valkyria,1600.0,4.0,0,19.0
Magicians of Bonds and Unity,2500.0,8.0,40,66.5
Magicians Unite,0.0,1.0,0,12.0
Magicians' Combination,0.0,1.0,30,42.0
Magicians' Defense,0.0,1.0,20,32.0
Magicians' Souls,0.0,1.0,60,72.0
Magicore Warrior of the Relics,2300.0,4.0,40,66.0
Magidog,1700.0,4.0,20,40.0
Magikey Battle,0.0,1.0,0,12.0
Magikey Beast - Ansyalabolas,2200.0,4.0,30,55.0
Magikey Deity - Ashtartu,3000.0,8.0,40,71.5
Magikey Dragon - Andrabime,2800.0,8.0,50,79.5
Magikey Duo,0.0,1.0,20,32.0
Magikey Fiend - Transfurlmine,2800.0,8.0,50,79.5
Magikey Locking,0.0,1.0,20,32.0
Magikey Maftea,0.0,1.0,40,52.0
Magikey Mechmortar - Garesglasser,2000.0,8.0,70,91.5
Magikey Mechmusket - Batosbuster,2000.0,4.0,60,83.0
Magikey Spirit - Vepartu,2000.0,4.0,60,83.0
Magikey Unlocking,0.0,1.0,30,42.0
Magikey World,0.0,1.0,30,42.0
Magikuriboh,300.0,1.0,50,65.0
Maginificent Magikey Mafteal,1600.0,4.0,40,59.0
Magister of Endymion,1500.0,3.0,50,69.0
Magistery Alchemist,0.0,1.0,30,42.0
Magistus Invocation,0.0,1.0,20,32.0
Magistus Theurgy,0.0,1.0,0,12.0
Magistus Vritra,0.0,1.0,40,52.0
Magma Dragon,1600.0,4.0,20,39.0
Magmacho Dragon,1800.0,8.0,80,99.5
Magna Drago,1400.0,2.0,40,60.0
Magna-Slash Dragon,2400.0,6.0,10,36.0
Magnarokket Dragon,1800.0,4.0,50,71.0
Magnet Circle LV2,0.0,1.0,20,32.0
Magnet Conversion,0.0,1.0,30,42.0
Magnet Force,0.0,1.0,0,12.0
Magnet Induction,0.0,1.0,50,62.0
Magnet Reverse,0.0,1.0,30,42.0
Magnetic Attraction,0.0,1.0,40,52.0
Magnetic Field,0.0,1.0,30,42.0
Magnetic Mosquito,300.0,3.0,10,17.0
Magnificent Machine Angel,0.0,1.0,40,52.0
Magnum Shield,0.0,1.0,20,32.0
Magnum the Reliever,2800.0,8.0,60,89.5
Maha Vailo,1550.0,4.0,20,38.5
"Maha Vailo, Light of the Heavens",1550.0,8.0,40,57.0
Mahaama the Fairy Dragon,0.0,5.0,60,62.4
Maharaghi,1200.0,4.0,40,55.0
Mahjong Munia Maidens,200.0,2.0,10,18.0
Mahunder,1400.0,4.0,20,37.0
Maiden of Macabre,1700.0,4.0,30,50.0
Maiden of the Aqua,700.0,4.0,0,10.0
Maiden of the Moonlight,1500.0,4.0,0,18.0
Maiden with Eyes of Blue,0.0,1.0,20,32.0
Maize Token,0.0,1.0,20,32.0
Majespecter Cat - Nekomata,100.0,3.0,50,55.0
Majespecter Crow - Yata,1000.0,4.0,50,63.0
Majespecter Cyclone,0.0,1.0,10,22.0
Majespecter Draco,2300.0,4.0,50,76.0
Majespecter Fox - Kyubi,1500.0,4.0,50,68.0
Majespecter Gust,0.0,1.0,20,32.0
Majespecter Orthrus - Nue,1500.0,1.0,40,67.0
Majespecter Porcupine - Yamaarashi,1500.0,4.0,30,48.0
Majespecter Raccoon - Bunbuku,1200.0,3.0,50,66.0
Majespecter Sonics,0.0,1.0,20,32.0
Majespecter Storm,0.0,1.0,0,12.0
Majespecter Supercell,0.0,1.0,20,32.0
Majespecter Tempest,0.0,1.0,30,42.0
Majespecter Toad - Ogama,1300.0,4.0,50,66.0
Majespecter Tornado,0.0,1.0,10,22.0
Majespecter Unicorn - Kirin,2000.0,6.0,10,32.0
Majespecter Wind,0.0,1.0,40,52.0
"Majester Paladin, the Ascending Dracoslayer",1850.0,4.0,40,61.5
Majestic Absorption,0.0,1.0,30,42.0
Majestic Dragon,0.0,1.0,20,32.0
Majestic Mech - Goryu,2900.0,8.0,40,70.5
Majestic Mech - Ohka,2400.0,6.0,20,46.0
Majestic Mech - Senku,1000.0,4.0,60,73.0
Majestic Mirage,0.0,1.0,50,62.0
Majestic Red Dragon,4000.0,10.0,50,91.2
Majestic Star Dragon,3800.0,10.0,30,69.2
Majesty Hyperion,2100.0,8.0,50,72.5
"Majesty Maiden, the True Dracocaster",2300.0,5.0,40,65.4
"Majesty Pegasus, the Dracoslayer",1500.0,4.0,40,58.0
Majesty with Eyes of Blue,0.0,1.0,0,12.0
Majesty's Fiend,2400.0,6.0,20,46.0
Majesty's Pegasus,0.0,1.0,60,72.0
Maji-Gire Panda,1000.0,4.0,30,43.0
Majioshaleon,2000.0,5.0,20,42.4
Majiosheldon,800.0,3.0,20,32.0
Major Riot,0.0,1.0,20,32.0
Maju Garzett,0.0,7.0,20,21.714285714285715
"Makiu, the Magical Mist",0.0,1.0,30,42.0
Makyura the Destructor,1600.0,4.0,0,19.0
"Malacoda, Netherlord of the Burning Abyss",2700.0,6.0,10,39.0
Malefic Blue-Eyes White Dragon,3000.0,8.0,60,91.5
Malefic Claw Stream,0.0,1.0,10,22.0
Malefic Cyber End Dragon,4000.0,10.0,30,71.2
Malefic Divide,0.0,1.0,30,42.0
Malefic Paradigm Dragon,4000.0,10.0,60,101.2
Malefic Paradox Dragon,4000.0,10.0,30,71.2
Malefic Paradox Gear,0.0,1.0,50,62.0
Malefic Parallel Gear,0.0,2.0,0,6.0
Malefic Rainbow Dragon,4000.0,10.0,30,71.2
Malefic Red-Eyes Black Dragon,2400.0,7.0,60,85.71428571428572
Malefic Selector,0.0,1.0,30,42.0
Malefic Stardust Dragon,2500.0,8.0,40,66.5
Malefic Territory,0.0,1.0,20,32.0
Malefic Truth Dragon,5000.0,12.0,30,81.0
Malefic Tune,0.0,1.0,60,72.0
Malefic World,0.0,1.0,40,52.0
Malevolent Catastrophe,0.0,1.0,10,22.0
Malevolent Mech - Goku En,2400.0,6.0,20,46.0
Malevolent Nuzzler,0.0,1.0,20,32.0
Malfunction,0.0,1.0,0,12.0
Malice Ascendant,700.0,4.0,0,10.0
Malice Dispersion,0.0,1.0,0,12.0
Malice Doll of Demise,1600.0,4.0,20,39.0
"Malice, Lady of Lament",1000.0,3.0,10,24.0
Malicevorous Fork,400.0,2.0,20,30.0
Malicevorous Knife,600.0,2.0,20,32.0
Malicevorous Spoon,100.0,2.0,20,27.0
Malus Token,0.0,1.0,40,52.0
Mamemaki,0.0,1.0,10,22.0
Mammoth Graveyard,1200.0,3.0,0,16.0
Mamonaka the Vaylantz United,2800.0,10.0,20,49.2
Man Beast of Ares,500.0,3.0,20,29.0
Man Eater,800.0,2.0,0,14.0
Man-Eater Bug,450.0,2.0,10,20.5
Man-Eating Black Shark,2100.0,5.0,0,23.4
Man-Eating Plant,800.0,2.0,0,14.0
Man-Eating Treasure Chest,1600.0,4.0,0,19.0
Man-Thro' Tro',1000.0,4.0,20,33.0
Mana Dragon Zirnitron,2200.0,6.0,30,54.0
Mandragon,2500.0,5.0,0,27.4
Manga Ryu-Ran,2200.0,7.0,30,53.714285714285715
Maniacal Servant,600.0,3.0,20,30.0
Manju of the Ten Thousand Hands,1400.0,4.0,40,57.0
Mannadium Abscission,0.0,1.0,60,72.0
Mannadium Breakheart,0.0,1.0,40,52.0
Mannadium Fearless,0.0,2.0,70,76.0
Mannadium Imaginings,0.0,1.0,30,42.0
Mannadium Meek,0.0,2.0,50,56.0
Mannadium Prime-Heart,3000.0,10.0,30,61.2
Mannadium Reframing,0.0,1.0,20,32.0
Mannadium Riumheart,1500.0,4.0,50,68.0
Mannadium Torrid,0.0,2.0,50,56.0
Mannadium Trilosukda,2300.0,6.0,20,45.0
Manticore of Darkness,2300.0,6.0,20,45.0
Manticore of Smashing,2300.0,6.0,50,75.0
Maple Maiden,2100.0,7.0,40,62.714285714285715
Mara of the Nordic Alfar,1000.0,2.0,0,16.0
Marauding Captain,1200.0,3.0,20,36.0
March of the Dark Brigade,0.0,1.0,10,22.0
March of the Monarchs,0.0,1.0,30,42.0
March Towards Ragnarok,0.0,1.0,0,12.0
"Mardel, Generaider Boss of Light",2400.0,9.0,40,65.33333333333333
Mare Mare,2100.0,7.0,20,42.714285714285715
Margin Trading,0.0,1.0,-10,2.0
"Mariamne, the True Dracophoenix",2700.0,9.0,60,88.33333333333333
"Marina, Princess of Sunflowers",2800.0,8.0,10,39.5
Marincess Aqua Argonaut,2300.0,1.0,20,55.0
Marincess Basilalima,600.0,4.0,60,69.0
Marincess Battle Ocean,0.0,1.0,40,52.0
Marincess Blue Slug,1500.0,1.0,20,47.0
Marincess Blue Tang,1500.0,4.0,40,58.0
Marincess Bubble Ring,0.0,1.0,30,42.0
Marincess Cascade,0.0,1.0,30,42.0
Marincess Circulation,0.0,1.0,30,42.0
Marincess Coral Anemone,2000.0,1.0,20,52.0
Marincess Coral Triangle,1500.0,1.0,50,77.0
Marincess Crown Tail,600.0,5.0,30,38.4
Marincess Crystal Heart,0.0,1.0,10,22.0
Marincess Current,0.0,1.0,30,42.0
Marincess Dive,0.0,1.0,40,52.0
Marincess Great Bubble Reef,2600.0,1.0,70,108.0
Marincess Mandarin,100.0,1.0,30,43.0
Marincess Marbled Rock,2500.0,1.0,10,47.0
Marincess Pascalus,1200.0,4.0,30,45.0
Marincess Sea Angel,1000.0,1.0,40,62.0
Marincess Sea Horse,1400.0,3.0,30,48.0
Marincess Sea Star,800.0,2.0,20,34.0
Marincess Sleepy Maiden,500.0,5.0,60,67.4
Marincess Snow,0.0,1.0,30,42.0
Marincess Springirl,1200.0,4.0,50,65.0
Marincess Wave,0.0,1.0,0,12.0
Marincess Wonder Heart,2400.0,1.0,30,66.0
Marine Beast,1700.0,5.0,0,19.4
Marionette Mite,1000.0,3.0,-10,4.0
Mark of the Rose,0.0,1.0,10,22.0
Marmiting Captain,1200.0,3.0,40,56.0
Marshalling Field,0.0,1.0,50,62.0
Marshmacaron,200.0,1.0,30,44.0
Marshmallon,300.0,3.0,10,17.0
Marshmallon Glasses,0.0,1.0,0,12.0
Martial Metal Marcher,500.0,3.0,20,29.0
Maryokutai,900.0,3.0,10,23.0
Masaki the Legendary Swordsman,1100.0,4.0,0,14.0
Mask Change,0.0,1.0,20,32.0
Mask Change II,0.0,1.0,10,22.0
Mask Charge,0.0,1.0,0,12.0
Mask of Brutality,0.0,1.0,20,32.0
Mask of Darkness,900.0,2.0,0,15.0
Mask of Dispel,0.0,1.0,10,22.0
Mask of Restrict,0.0,1.0,0,12.0
Mask of the Accursed,0.0,1.0,20,32.0
Mask of Weakness,0.0,1.0,-10,2.0
Masked Beast Des Gardius,3300.0,8.0,40,74.5
Masked Chameleon,1600.0,4.0,20,39.0
Masked Chopper,100.0,1.0,30,43.0
Masked Clown,500.0,2.0,0,11.0
Masked Dragon,1400.0,3.0,50,68.0
Masked HERO Acid,2600.0,8.0,20,47.5
Masked HERO Anki,2800.0,8.0,70,99.5
Masked HERO Blast,2200.0,6.0,20,44.0
Masked HERO Dark Law,2400.0,6.0,50,76.0
Masked HERO Dian,2800.0,8.0,50,79.5
Masked HERO Divine Wind,2700.0,8.0,50,78.5
Masked HERO Goka,2200.0,6.0,40,64.0
Masked HERO Koga,2500.0,8.0,40,66.5
Masked HERO Vapor,2400.0,6.0,30,56.0
Masked Ninja Ebisu,1200.0,4.0,0,15.0
Masked Sorcerer,900.0,4.0,60,72.0
Masquerade the Blazing Dragon,2500.0,8.0,30,56.5
Mass Driver,0.0,1.0,20,32.0
Mass Hypnosis,0.0,1.0,10,22.0
Massivemorph,0.0,1.0,0,12.0
Master & Expert,1200.0,4.0,0,15.0
Master Craftsman Gamil,200.0,2.0,20,28.0
Master Gig,2600.0,8.0,10,37.5
Master Hyperion,2700.0,8.0,40,68.5
Master Kyonshee,1750.0,4.0,0,20.5
Master Monk,1900.0,5.0,20,41.4
Master of Chaos,3000.0,8.0,40,71.5
Master of Oz,4200.0,9.0,0,43.333333333333336
Master of the Flaming Dragonswords,1800.0,4.0,40,61.0
"Master Peace, the True Dracoslayer",2950.0,8.0,50,81.0
"Master Peace, the True Dracoslaying King",2950.0,8.0,40,71.0
"Master Pendulum, the Dracoslayer",1950.0,4.0,10,32.5
Master with Eyes of Blue,300.0,1.0,20,35.0
Master's Diploman,2000.0,5.0,10,32.4
Masterflare Hyperion,3200.0,10.0,10,43.2
Masterking Archfiend,2000.0,1.0,50,82.0
Mataza the Zapper,1300.0,3.0,0,17.0
Matching Outfits,0.0,1.0,10,22.0
Materiactor Annulus,0.0,1.0,0,12.0
Materiactor Gigaboros,500.0,3.0,40,49.0
Materiactor Gigadra,1000.0,3.0,10,24.0
Mathematician,1500.0,3.0,70,89.0
Mathmech Addition,1000.0,4.0,40,53.0
Mathmech Billionblade Nayuta,0.0,1.0,40,52.0
Mathmech Circular,1500.0,4.0,40,58.0
Mathmech Diameter,1000.0,4.0,40,53.0
Mathmech Division,1500.0,4.0,20,38.0
Mathmech Equation,0.0,1.0,40,52.0
Mathmech Induction,0.0,1.0,30,42.0
Mathmech Multiplication,500.0,4.0,0,8.0
Mathmech Nabla,1000.0,4.0,40,53.0
Mathmech Sigma,1000.0,4.0,30,43.0
Mathmech Subtraction,1000.0,4.0,10,23.0
Mathmech Superfactorial,0.0,1.0,20,32.0
Matriarch of Nephthys,600.0,2.0,30,42.0
Mature Chronicle,0.0,1.0,60,72.0
Mausoleum of the Emperor,0.0,1.0,20,32.0
Mausoleum of White,0.0,1.0,70,82.0
Mavelus,1300.0,4.0,0,16.0
Max Warrior,1800.0,4.0,30,51.0
Maximum Six,1900.0,6.0,40,61.0
"Maxx ""C""",500.0,2.0,40,51.0
Mayakashi Mayhem,0.0,1.0,80,92.0
Mayakashi Metamorphosis,0.0,1.0,20,32.0
Mayakashi Return,0.0,1.0,20,32.0
Mayakashi Winter,0.0,1.0,40,52.0
Mayhem Fur Hire,0.0,1.0,20,32.0
Mayosenju Daibak,3000.0,10.0,40,71.2
Mayosenju Hitot,2000.0,10.0,40,61.2
Mazera DeVille,2800.0,8.0,10,39.5
Mech Bass,1800.0,5.0,0,20.4
Mech Mole Zombie,500.0,2.0,0,11.0
Mecha Bunny,800.0,2.0,70,84.0
Mecha Phantom Beast Aerosguin,1600.0,3.0,40,60.0
Mecha Phantom Beast Auroradon,2100.0,1.0,50,83.0
Mecha Phantom Beast Blackfalcon,1200.0,4.0,30,45.0
Mecha Phantom Beast Blue Impala,1400.0,3.0,40,58.0
Mecha Phantom Beast Coltwing,1600.0,4.0,40,59.0
Mecha Phantom Beast Concoruda,2400.0,7.0,30,55.714285714285715
Mecha Phantom Beast Dracossack,2600.0,7.0,30,57.714285714285715
Mecha Phantom Beast Hamstrat,1100.0,3.0,30,45.0
Mecha Phantom Beast Harrliard,1800.0,4.0,30,51.0
Mecha Phantom Beast Jaculuslan,2700.0,9.0,40,68.33333333333333
Mecha Phantom Beast Kalgriffin,1000.0,7.0,20,31.714285714285715
Mecha Phantom Beast Megaraptor,1900.0,4.0,50,72.0
Mecha Phantom Beast O-Lion,600.0,2.0,40,52.0
Mecha Phantom Beast Raiten,1500.0,4.0,20,38.0
Mecha Phantom Beast Sabre Hawk,2100.0,4.0,20,44.0
Mecha Phantom Beast Stealthray,100.0,3.0,50,55.0
Mecha Phantom Beast Tetherwolf,1700.0,4.0,50,70.0
Mecha Phantom Beast Token,0.0,3.0,0,4.0
Mecha Phantom Beast Turtletracer,500.0,3.0,10,19.0
Mecha Phantom Beast Warbluran,300.0,1.0,30,45.0
Mecha Sea Dragon Plesion,2300.0,5.0,30,55.4
Mecha-Dog Marron,1000.0,4.0,30,43.0
Mechaleon,800.0,2.0,0,14.0
Mechanical Hound,2800.0,7.0,0,29.714285714285715
Mechanical Snail,800.0,3.0,0,12.0
Mechanicalchaser,1850.0,4.0,0,21.5
Mechquipped Angineer,1800.0,3.0,10,32.0
Meda Bat,800.0,2.0,0,14.0
Medallion of the Ice Barrier,0.0,1.0,20,32.0
Medium of the Ice Barrier,2200.0,7.0,20,43.714285714285715
Medium Piece Golem,1600.0,4.0,40,59.0
Medusa Worm,500.0,2.0,30,41.0
"Medusa, Watcher of the Evil Eye",1400.0,4.0,30,47.0
Mefist the Infernal General,1800.0,5.0,10,30.4
Mega Fortress Whale,2550.0,7.0,50,77.21428571428572
Mega Thunderball,750.0,2.0,0,13.5
Mega Ton Magical Cannon,0.0,1.0,10,22.0
Megalith Aratron,2000.0,8.0,20,41.5
Megalith Bethor,1500.0,8.0,20,36.5
Megalith Emergence,0.0,1.0,20,32.0
Megalith Hagith,1300.0,4.0,40,56.0
Megalith Och,1000.0,4.0,30,43.0
Megalith Ophiel,1600.0,4.0,40,59.0
Megalith Phaleg,2500.0,8.0,30,56.5
Megalith Phul,500.0,2.0,20,31.0
Megalith Portal,0.0,1.0,30,42.0
Megalith Promotion,0.0,1.0,0,12.0
Megalith Unformed,0.0,1.0,30,42.0
Megalosmasher X,2000.0,4.0,0,23.0
Megamorph,0.0,1.0,0,12.0
Megarock Dragon,0.0,7.0,20,21.714285714285715
Megaroid City,0.0,1.0,50,62.0
Megasonic Eye,1500.0,5.0,0,17.4
Megazowler,1800.0,6.0,0,20.0
Megirus Light,900.0,3.0,0,13.0
Megistric Maginician,0.0,1.0,30,42.0
"Mei-Kou, Master of Barriers",1700.0,4.0,10,30.0
Meizen the Battle Ninja,2500.0,6.0,40,67.0
Mekanikal Arkfiend,100.0,4.0,40,44.0
Mekk-Knight Avram,2000.0,4.0,0,23.0
Mekk-Knight Blue Sky,2000.0,5.0,40,62.4
Mekk-Knight Crusadia Avramax,3000.0,1.0,40,82.0
Mekk-Knight Green Horizon,2100.0,6.0,20,43.0
Mekk-Knight Indigo Eclipse,2400.0,8.0,20,45.5
Mekk-Knight of the Morning Star,2000.0,1.0,40,72.0
Mekk-Knight Orange Sunset,800.0,6.0,30,40.0
Mekk-Knight Purple Nightfall,2500.0,8.0,50,76.5
Mekk-Knight Red Moon,2300.0,7.0,40,64.71428571428572
Mekk-Knight Spectrum Supreme,3000.0,1.0,50,92.0
Mekk-Knight Yellow Star,2200.0,7.0,40,63.714285714285715
Meklord Army Deployer Obbligato,1200.0,4.0,70,85.0
Meklord Army of Granel,1600.0,4.0,40,59.0
Meklord Army of Skiel,1200.0,4.0,70,85.0
Meklord Army of Wisel,1800.0,4.0,40,61.0
Meklord Assembly,0.0,1.0,20,32.0
Meklord Astro Dragon Asterisk,0.0,10.0,40,41.2
Meklord Astro Dragon Triskelion,3000.0,10.0,50,81.2
Meklord Astro Mekanikle,4000.0,12.0,60,101.0
Meklord Astro the Eradicator,0.0,1.0,60,72.0
Meklord Deflection,0.0,1.0,20,32.0
Meklord Emperor Granel,0.0,1.0,50,62.0
Meklord Emperor Skiel,2200.0,1.0,50,84.0
Meklord Emperor Wisel,2500.0,1.0,50,87.0
Meklord Emperor Wisel - Synchro Absorption,2500.0,1.0,30,67.0
Meklord Factory,0.0,1.0,10,22.0
Meklord Fortress,0.0,1.0,30,42.0
Meklord Nucleus Infinity Core,0.0,1.0,50,62.0
Mektimed Blast,0.0,1.0,10,22.0
Melchid the Four-Face Beast,1500.0,4.0,0,18.0
Melffy Catty,200.0,2.0,40,48.0
Melffy Fenny,100.0,2.0,20,27.0
Melffy Hide-and-Seek,0.0,1.0,30,42.0
Melffy Mommy,1000.0,2.0,50,66.0
Melffy of the Forest,500.0,2.0,20,31.0
Melffy Pinny,300.0,2.0,20,29.0
Melffy Playhouse,0.0,1.0,20,32.0
Melffy Pony,400.0,2.0,20,30.0
Melffy Puppy,300.0,2.0,40,49.0
Melffy Rabby,0.0,2.0,20,26.0
Melffy Staring Contest,0.0,1.0,10,22.0
Melffy Tag,0.0,1.0,20,32.0
Melffy Wally,0.0,2.0,40,46.0
Meliae of the Trees,1700.0,3.0,40,61.0
Melodious Illusion,0.0,1.0,0,12.0
Melomelody the Brass Djinn,1400.0,3.0,0,18.0
"Meltiel, Sage of the Sky",1600.0,4.0,30,49.0
Memento Attic Ghost,550.0,2.0,20,31.5
Memento Bone Back,0.0,1.0,30,42.0
Memento Bone Party,0.0,1.0,80,92.0
Memento Cranium Burst,0.0,1.0,-10,2.0
Memento Dark Blade,1800.0,4.0,40,61.0
Memento Fairywitch,800.0,3.0,50,62.0
Memento Fracture Dance,0.0,1.0,10,22.0
Memento Goblin,400.0,1.0,20,36.0
Memento Horn Dragon,2850.0,8.0,30,60.0
Memento Mace,400.0,1.0,20,36.0
Memento Tatsunootoshigo,1350.0,5.0,50,65.9
"Mementoral Tecuhtlica, the Netherskull Dragon",5000.0,11.0,20,71.0909090909091
Memories of Hope,0.0,1.0,20,32.0
Memory Crush King,2000.0,5.0,20,42.4
Memory Crusher,1000.0,3.0,20,34.0
Memory Loss,0.0,1.0,0,12.0
Memory of an Adversary,0.0,1.0,30,42.0
Mental Seeker,800.0,3.0,20,32.0
Mental Tuner,200.0,3.0,10,16.0
